                                                       
{'loss': 7.3579, 'grad_norm': 1.4234747886657715, 'learning_rate': 0.0001455901203190861, 'epoch': 0.0}
{'loss': 6.0624, 'grad_norm': 3.542203426361084, 'learning_rate': 0.00024458223742175855, 'epoch': 5.57}
{'loss': 6.16, 'grad_norm': 2.7306272983551025, 'learning_rate': 0.000244540381142663, 'epoch': 5.57}
{'loss': 6.194, 'grad_norm': 2.785757541656494, 'learning_rate': 0.0002444985259373158, 'epoch': 5.57}
{'loss': 6.1373, 'grad_norm': 2.5898404121398926, 'learning_rate': 0.0002444566718071925, 'epoch': 5.57}
{'loss': 6.0663, 'grad_norm': 3.1653501987457275, 'learning_rate': 0.0002444148187537685, 'epoch': 5.57}
{'loss': 6.0979, 'grad_norm': 2.7484467029571533, 'learning_rate': 0.0002443729667785192, 'epoch': 5.57}
{'loss': 6.142, 'grad_norm': 2.9798669815063477, 'learning_rate': 0.00024433111588291993, 'epoch': 5.57}
{'loss': 6.0571, 'grad_norm': 3.138824939727783, 'learning_rate': 0.000244289266068446, 'epoch': 5.57}
{'loss': 6.1736, 'grad_norm': 2.9352948665618896, 'learning_rate': 0.0002442474173365727, 'epoch': 5.57}
{'loss': 6.2191, 'grad_norm': 2.829805612564087, 'learning_rate': 0.00024420556968877526, 'epoch': 5.57}
{'loss': 6.1833, 'grad_norm': 2.9909040927886963, 'learning_rate': 0.00024416372312652897, 'epoch': 5.57}
{'loss': 6.0887, 'grad_norm': 2.8012771606445312, 'learning_rate': 0.00024412187765130878, 'epoch': 5.58}
{'loss': 6.1499, 'grad_norm': 2.926701545715332, 'learning_rate': 0.00024408003326458988, 'epoch': 5.58}
{'loss': 6.1327, 'grad_norm': 2.804016590118408, 'learning_rate': 0.00024403818996784744, 'epoch': 5.58}
{'loss': 6.1102, 'grad_norm': 3.0469863414764404, 'learning_rate': 0.00024399634776255642, 'epoch': 5.58}
{'loss': 6.0618, 'grad_norm': 2.7189338207244873, 'learning_rate': 0.0002439545066501918, 'epoch': 5.58}
{'loss': 6.1446, 'grad_norm': 3.0293378829956055, 'learning_rate': 0.0002439126666322286, 'epoch': 5.58}
{'loss': 6.092, 'grad_norm': 2.6225388050079346, 'learning_rate': 0.0002438708277101418, 'epoch': 5.58}
{'loss': 6.1862, 'grad_norm': 2.671325206756592, 'learning_rate': 0.00024382898988540625, 'epoch': 5.58}
{'loss': 6.2267, 'grad_norm': 2.761465311050415, 'learning_rate': 0.00024378715315949667, 'epoch': 5.58}
{'loss': 6.088, 'grad_norm': 2.817641496658325, 'learning_rate': 0.000243745317533888, 'epoch': 5.58}
{'loss': 6.1172, 'grad_norm': 2.7796518802642822, 'learning_rate': 0.00024370348301005495, 'epoch': 5.58}
{'loss': 6.154, 'grad_norm': 2.9063875675201416, 'learning_rate': 0.00024366164958947224, 'epoch': 5.58}
{'loss': 6.1016, 'grad_norm': 3.306056022644043, 'learning_rate': 0.00024361981727361466, 'epoch': 5.58}
{'loss': 6.1107, 'grad_norm': 3.0935113430023193, 'learning_rate': 0.0002435779860639568, 'epoch': 5.58}
{'loss': 6.0784, 'grad_norm': 2.8645784854888916, 'learning_rate': 0.00024353615596197327, 'epoch': 5.58}
{'loss': 6.0783, 'grad_norm': 2.7365713119506836, 'learning_rate': 0.0002434943269691387, 'epoch': 5.58}
{'loss': 6.127, 'grad_norm': 3.270510673522949, 'learning_rate': 0.0002434524990869275, 'epoch': 5.58}
{'loss': 6.176, 'grad_norm': 2.8472492694854736, 'learning_rate': 0.00024341067231681428, 'epoch': 5.58}
{'loss': 6.1638, 'grad_norm': 2.7944796085357666, 'learning_rate': 0.00024336884666027348, 'epoch': 5.59}
{'loss': 6.1367, 'grad_norm': 2.8091373443603516, 'learning_rate': 0.00024332702211877938, 'epoch': 5.59}
{'loss': 6.1867, 'grad_norm': 2.7063369750976562, 'learning_rate': 0.00024328519869380662, 'epoch': 5.59}
{'loss': 6.0967, 'grad_norm': 2.6975202560424805, 'learning_rate': 0.00024324337638682937, 'epoch': 5.59}
{'loss': 6.1644, 'grad_norm': 2.952003002166748, 'learning_rate': 0.00024320155519932197, 'epoch': 5.59}
{'loss': 6.144, 'grad_norm': 2.9534223079681396, 'learning_rate': 0.00024315973513275863, 'epoch': 5.59}
{'loss': 6.1889, 'grad_norm': 2.9469213485717773, 'learning_rate': 0.0002431179161886137, 'epoch': 5.59}
{'loss': 6.0867, 'grad_norm': 3.029958963394165, 'learning_rate': 0.0002430760983683612, 'epoch': 5.59}
{'loss': 6.1688, 'grad_norm': 2.6534063816070557, 'learning_rate': 0.00024303428167347536, 'epoch': 5.59}
{'loss': 6.0802, 'grad_norm': 3.0621321201324463, 'learning_rate': 0.00024299246610543025, 'epoch': 5.59}
{'loss': 6.134, 'grad_norm': 3.1804442405700684, 'learning_rate': 0.00024295065166569997, 'epoch': 5.59}
{'loss': 6.1013, 'grad_norm': 2.886202335357666, 'learning_rate': 0.00024290883835575855, 'epoch': 5.59}
{'loss': 6.1401, 'grad_norm': 3.7483832836151123, 'learning_rate': 0.00024286702617707994, 'epoch': 5.59}
{'loss': 6.1913, 'grad_norm': 3.2802038192749023, 'learning_rate': 0.00024282521513113814, 'epoch': 5.59}
{'loss': 6.1625, 'grad_norm': 2.8983845710754395, 'learning_rate': 0.00024278340521940702, 'epoch': 5.59}
{'loss': 6.1859, 'grad_norm': 2.886647939682007, 'learning_rate': 0.00024274159644336034, 'epoch': 5.59}
{'loss': 6.1554, 'grad_norm': 3.0037765502929688, 'learning_rate': 0.00024269978880447213, 'epoch': 5.59}
{'loss': 6.1217, 'grad_norm': 3.1174240112304688, 'learning_rate': 0.00024265798230421593, 'epoch': 5.6}
{'loss': 6.0741, 'grad_norm': 3.0577237606048584, 'learning_rate': 0.00024261617694406568, 'epoch': 5.6}
{'loss': 6.0924, 'grad_norm': 2.7105486392974854, 'learning_rate': 0.00024257437272549504, 'epoch': 5.6}
{'loss': 6.0874, 'grad_norm': 2.771192789077759, 'learning_rate': 0.0002425325696499776, 'epoch': 5.6}
{'loss': 6.1144, 'grad_norm': 3.0166046619415283, 'learning_rate': 0.0002424907677189871, 'epoch': 5.6}
{'loss': 6.1121, 'grad_norm': 2.77264404296875, 'learning_rate': 0.00024244896693399704, 'epoch': 5.6}
{'loss': 6.0938, 'grad_norm': 2.8751442432403564, 'learning_rate': 0.00024240716729648093, 'epoch': 5.6}
{'loss': 6.1848, 'grad_norm': 3.2042269706726074, 'learning_rate': 0.00024236536880791238, 'epoch': 5.6}
{'loss': 6.1194, 'grad_norm': 2.9016056060791016, 'learning_rate': 0.0002423235714697647, 'epoch': 5.6}
{'loss': 6.1472, 'grad_norm': 2.887028932571411, 'learning_rate': 0.00024228177528351147, 'epoch': 5.6}
{'loss': 6.0911, 'grad_norm': 2.8998196125030518, 'learning_rate': 0.000242239980250626, 'epoch': 5.6}
{'loss': 6.1643, 'grad_norm': 2.64986515045166, 'learning_rate': 0.00024219818637258157, 'epoch': 5.6}
{'loss': 6.1264, 'grad_norm': 3.224828004837036, 'learning_rate': 0.00024215639365085162, 'epoch': 5.6}
{'loss': 6.0638, 'grad_norm': 3.0600316524505615, 'learning_rate': 0.00024211460208690923, 'epoch': 5.6}
{'loss': 6.0876, 'grad_norm': 2.6541318893432617, 'learning_rate': 0.00024207281168222788, 'epoch': 5.6}
{'loss': 6.1398, 'grad_norm': 2.6965558528900146, 'learning_rate': 0.00024203102243828046, 'epoch': 5.6}
{'loss': 6.1012, 'grad_norm': 2.8534629344940186, 'learning_rate': 0.00024198923435654019, 'epoch': 5.6}
{'loss': 6.1632, 'grad_norm': 2.6259443759918213, 'learning_rate': 0.0002419474474384803, 'epoch': 5.61}
{'loss': 6.1226, 'grad_norm': 2.862651824951172, 'learning_rate': 0.00024190566168557365, 'epoch': 5.61}
{'loss': 6.1328, 'grad_norm': 2.7406301498413086, 'learning_rate': 0.00024186387709929335, 'epoch': 5.61}
{'loss': 6.1609, 'grad_norm': 2.744779109954834, 'learning_rate': 0.00024182209368111242, 'epoch': 5.61}
{'loss': 6.1204, 'grad_norm': 3.2122690677642822, 'learning_rate': 0.00024178031143250368, 'epoch': 5.61}
{'loss': 6.204, 'grad_norm': 2.7666704654693604, 'learning_rate': 0.0002417385303549402, 'epoch': 5.61}
{'loss': 6.1121, 'grad_norm': 2.5356433391571045, 'learning_rate': 0.0002416967504498946, 'epoch': 5.61}
{'loss': 6.1651, 'grad_norm': 4.380420207977295, 'learning_rate': 0.0002416549717188397, 'epoch': 5.61}
{'loss': 6.1763, 'grad_norm': 2.554849624633789, 'learning_rate': 0.00024161319416324845, 'epoch': 5.61}
{'loss': 6.1041, 'grad_norm': 2.839006185531616, 'learning_rate': 0.00024157141778459346, 'epoch': 5.61}
{'loss': 6.0091, 'grad_norm': 3.1275599002838135, 'learning_rate': 0.00024152964258434745, 'epoch': 5.61}
{'loss': 6.0371, 'grad_norm': 2.8137481212615967, 'learning_rate': 0.00024148786856398303, 'epoch': 5.61}
{'loss': 6.066, 'grad_norm': 3.2568254470825195, 'learning_rate': 0.0002414460957249727, 'epoch': 5.61}
{'loss': 6.1129, 'grad_norm': 2.9799275398254395, 'learning_rate': 0.00024140432406878927, 'epoch': 5.61}
{'loss': 6.159, 'grad_norm': 2.660752773284912, 'learning_rate': 0.00024136255359690512, 'epoch': 5.61}
{'loss': 6.1418, 'grad_norm': 3.1509547233581543, 'learning_rate': 0.00024132078431079258, 'epoch': 5.61}
{'loss': 6.0992, 'grad_norm': 2.7519443035125732, 'learning_rate': 0.00024127901621192428, 'epoch': 5.61}
{'loss': 6.1074, 'grad_norm': 2.8728952407836914, 'learning_rate': 0.0002412372493017725, 'epoch': 5.62}
{'loss': 6.0665, 'grad_norm': 2.6669039726257324, 'learning_rate': 0.00024119548358180964, 'epoch': 5.62}
{'loss': 6.132, 'grad_norm': 2.9841229915618896, 'learning_rate': 0.00024115371905350803, 'epoch': 5.62}
{'loss': 6.1317, 'grad_norm': 3.2754647731781006, 'learning_rate': 0.00024111195571833982, 'epoch': 5.62}
{'loss': 6.1294, 'grad_norm': 2.9853386878967285, 'learning_rate': 0.00024107019357777736, 'epoch': 5.62}
{'loss': 6.0966, 'grad_norm': 2.96475887298584, 'learning_rate': 0.00024102843263329294, 'epoch': 5.62}
{'loss': 6.0087, 'grad_norm': 2.9203414916992188, 'learning_rate': 0.00024098667288635829, 'epoch': 5.62}
{'loss': 6.146, 'grad_norm': 4.087895393371582, 'learning_rate': 0.00024094491433844585, 'epoch': 5.62}
{'loss': 6.1138, 'grad_norm': 2.8599517345428467, 'learning_rate': 0.0002409031569910276, 'epoch': 5.62}
{'loss': 6.0802, 'grad_norm': 3.2211833000183105, 'learning_rate': 0.00024086140084557552, 'epoch': 5.62}
{'loss': 6.2161, 'grad_norm': 2.923508644104004, 'learning_rate': 0.00024081964590356154, 'epoch': 5.62}
{'loss': 6.1432, 'grad_norm': 2.9237797260284424, 'learning_rate': 0.00024077789216645756, 'epoch': 5.62}
{'loss': 6.1462, 'grad_norm': 2.7678935527801514, 'learning_rate': 0.00024073613963573564, 'epoch': 5.62}
{'loss': 6.0998, 'grad_norm': 3.1423988342285156, 'learning_rate': 0.0002406943883128676, 'epoch': 5.62}
{'loss': 6.1128, 'grad_norm': 2.961276054382324, 'learning_rate': 0.00024065263819932504, 'epoch': 5.62}
{'eval_loss': 6.0951032638549805, 'eval_runtime': 49.7625, 'eval_samples_per_second': 20.095, 'eval_steps_per_second': 5.024, 'epoch': 5.62}
{'loss': 6.0939, 'grad_norm': 3.3102147579193115, 'learning_rate': 0.00024061088929657986, 'epoch': 5.62}
{'loss': 6.0481, 'grad_norm': 2.975188970565796, 'learning_rate': 0.0002405691416061037, 'epoch': 5.62}
{'loss': 6.0787, 'grad_norm': 2.8149468898773193, 'learning_rate': 0.00024052739512936833, 'epoch': 5.62}
{'loss': 6.0835, 'grad_norm': 3.1321496963500977, 'learning_rate': 0.00024048564986784533, 'epoch': 5.63}
{'loss': 6.0941, 'grad_norm': 2.7878029346466064, 'learning_rate': 0.00024044390582300614, 'epoch': 5.63}
{'loss': 6.0736, 'grad_norm': 4.50272274017334, 'learning_rate': 0.00024040216299632257, 'epoch': 5.63}
{'loss': 6.0801, 'grad_norm': 2.8944475650787354, 'learning_rate': 0.00024036042138926594, 'epoch': 5.63}
{'loss': 6.0479, 'grad_norm': 2.940009593963623, 'learning_rate': 0.00024031868100330778, 'epoch': 5.63}
{'loss': 6.0879, 'grad_norm': 3.014754056930542, 'learning_rate': 0.0002402769418399195, 'epoch': 5.63}
{'loss': 6.1518, 'grad_norm': 3.088988780975342, 'learning_rate': 0.00024023520390057236, 'epoch': 5.63}
{'loss': 6.1146, 'grad_norm': 3.3419137001037598, 'learning_rate': 0.00024019346718673785, 'epoch': 5.63}
{'loss': 6.1113, 'grad_norm': 3.1815507411956787, 'learning_rate': 0.00024015173169988707, 'epoch': 5.63}
{'loss': 6.1896, 'grad_norm': 2.81073260307312, 'learning_rate': 0.00024010999744149142, 'epoch': 5.63}
{'loss': 6.0827, 'grad_norm': 3.3656396865844727, 'learning_rate': 0.00024006826441302204, 'epoch': 5.63}
{'loss': 6.1205, 'grad_norm': 3.0515406131744385, 'learning_rate': 0.00024002653261595013, 'epoch': 5.63}
{'loss': 6.2716, 'grad_norm': 2.7569611072540283, 'learning_rate': 0.00023998480205174677, 'epoch': 5.63}
{'loss': 6.1228, 'grad_norm': 3.0311100482940674, 'learning_rate': 0.00023994307272188293, 'epoch': 5.63}
{'loss': 6.1436, 'grad_norm': 2.455688714981079, 'learning_rate': 0.00023990134462782977, 'epoch': 5.63}
{'loss': 6.1063, 'grad_norm': 2.71954083442688, 'learning_rate': 0.0002398596177710582, 'epoch': 5.63}
{'loss': 6.1372, 'grad_norm': 2.866616725921631, 'learning_rate': 0.00023981789215303905, 'epoch': 5.63}
{'loss': 6.1285, 'grad_norm': 3.0023186206817627, 'learning_rate': 0.00023977616777524346, 'epoch': 5.64}
{'loss': 6.0646, 'grad_norm': 3.024085521697998, 'learning_rate': 0.00023973444463914212, 'epoch': 5.64}
{'loss': 6.1328, 'grad_norm': 2.935302972793579, 'learning_rate': 0.0002396927227462059, 'epoch': 5.64}
{'loss': 6.1421, 'grad_norm': 2.822948694229126, 'learning_rate': 0.00023965100209790552, 'epoch': 5.64}
{'loss': 6.1262, 'grad_norm': 2.9652106761932373, 'learning_rate': 0.00023960928269571176, 'epoch': 5.64}
{'loss': 6.1158, 'grad_norm': 3.3141591548919678, 'learning_rate': 0.00023956756454109512, 'epoch': 5.64}
{'loss': 6.0586, 'grad_norm': 3.0600175857543945, 'learning_rate': 0.00023952584763552637, 'epoch': 5.64}
{'loss': 6.0417, 'grad_norm': 3.216862916946411, 'learning_rate': 0.0002394841319804761, 'epoch': 5.64}
{'loss': 6.1217, 'grad_norm': 2.784454584121704, 'learning_rate': 0.00023944241757741476, 'epoch': 5.64}
{'loss': 6.1427, 'grad_norm': 2.718952178955078, 'learning_rate': 0.00023940070442781297, 'epoch': 5.64}
{'loss': 6.1323, 'grad_norm': 2.9307961463928223, 'learning_rate': 0.00023935899253314108, 'epoch': 5.64}
{'loss': 6.1218, 'grad_norm': 3.084516763687134, 'learning_rate': 0.00023931728189486963, 'epoch': 5.64}
{'loss': 6.0591, 'grad_norm': 3.0229880809783936, 'learning_rate': 0.00023927557251446886, 'epoch': 5.64}
{'loss': 6.1158, 'grad_norm': 3.812100648880005, 'learning_rate': 0.0002392338643934091, 'epoch': 5.64}
{'loss': 6.0198, 'grad_norm': 3.2492451667785645, 'learning_rate': 0.00023919215753316064, 'epoch': 5.64}
{'loss': 6.1261, 'grad_norm': 2.9739603996276855, 'learning_rate': 0.00023915045193519363, 'epoch': 5.64}
{'loss': 6.2392, 'grad_norm': 2.7321829795837402, 'learning_rate': 0.00023910874760097844, 'epoch': 5.64}
{'loss': 6.0032, 'grad_norm': 3.1714553833007812, 'learning_rate': 0.0002390670445319852, 'epoch': 5.65}
{'loss': 6.1808, 'grad_norm': 2.8289108276367188, 'learning_rate': 0.0002390253427296838, 'epoch': 5.65}
{'loss': 6.1054, 'grad_norm': 2.7926599979400635, 'learning_rate': 0.00023898364219554448, 'epoch': 5.65}
{'loss': 6.1503, 'grad_norm': 3.144808530807495, 'learning_rate': 0.0002389419429310372, 'epoch': 5.65}
{'loss': 6.0165, 'grad_norm': 2.7127397060394287, 'learning_rate': 0.00023890024493763184, 'epoch': 5.65}
{'loss': 6.0544, 'grad_norm': 3.10815167427063, 'learning_rate': 0.00023885854821679848, 'epoch': 5.65}
{'loss': 6.205, 'grad_norm': 2.9543063640594482, 'learning_rate': 0.0002388168527700068, 'epoch': 5.65}
{'loss': 6.2567, 'grad_norm': 3.041195869445801, 'learning_rate': 0.00023877515859872678, 'epoch': 5.65}
{'loss': 6.104, 'grad_norm': 2.6559808254241943, 'learning_rate': 0.00023873346570442815, 'epoch': 5.65}
{'loss': 6.1077, 'grad_norm': 2.976090431213379, 'learning_rate': 0.0002386917740885806, 'epoch': 5.65}
{'loss': 6.1439, 'grad_norm': 3.026913642883301, 'learning_rate': 0.00023865008375265396, 'epoch': 5.65}
{'loss': 6.1214, 'grad_norm': 2.483842611312866, 'learning_rate': 0.00023860839469811774, 'epoch': 5.65}
{'loss': 6.0896, 'grad_norm': 2.5797319412231445, 'learning_rate': 0.00023856670692644173, 'epoch': 5.65}
{'loss': 6.1366, 'grad_norm': 2.9707987308502197, 'learning_rate': 0.00023852502043909525, 'epoch': 5.65}
{'loss': 6.0607, 'grad_norm': 3.4797847270965576, 'learning_rate': 0.00023848333523754785, 'epoch': 5.65}
{'loss': 6.111, 'grad_norm': 2.8570644855499268, 'learning_rate': 0.00023844165132326913, 'epoch': 5.65}
{'loss': 6.1053, 'grad_norm': 3.1154608726501465, 'learning_rate': 0.00023839996869772846, 'epoch': 5.65}
{'loss': 6.1903, 'grad_norm': 3.0678904056549072, 'learning_rate': 0.00023835828736239517, 'epoch': 5.66}
{'loss': 6.1433, 'grad_norm': 3.1360409259796143, 'learning_rate': 0.00023831660731873873, 'epoch': 5.66}
{'loss': 6.044, 'grad_norm': 3.3614697456359863, 'learning_rate': 0.00023827492856822813, 'epoch': 5.66}
{'loss': 6.1753, 'grad_norm': 3.2349910736083984, 'learning_rate': 0.00023823325111233302, 'epoch': 5.66}
{'loss': 5.9915, 'grad_norm': 3.0073819160461426, 'learning_rate': 0.00023819157495252232, 'epoch': 5.66}
{'loss': 6.2383, 'grad_norm': 2.6185078620910645, 'learning_rate': 0.0002381499000902651, 'epoch': 5.66}
{'loss': 6.0875, 'grad_norm': 2.8776392936706543, 'learning_rate': 0.00023810822652703073, 'epoch': 5.66}
{'loss': 6.2229, 'grad_norm': 3.2912163734436035, 'learning_rate': 0.00023806655426428808, 'epoch': 5.66}
{'loss': 6.126, 'grad_norm': 3.2886664867401123, 'learning_rate': 0.00023802488330350625, 'epoch': 5.66}
{'loss': 6.1517, 'grad_norm': 3.342900514602661, 'learning_rate': 0.00023798321364615411, 'epoch': 5.66}
{'loss': 6.1264, 'grad_norm': 3.016855478286743, 'learning_rate': 0.00023794154529370066, 'epoch': 5.66}
{'loss': 6.08, 'grad_norm': 2.6354732513427734, 'learning_rate': 0.0002378998782476149, 'epoch': 5.66}
{'loss': 6.1657, 'grad_norm': 3.1156389713287354, 'learning_rate': 0.0002378582125093654, 'epoch': 5.66}
{'loss': 6.0565, 'grad_norm': 3.2284634113311768, 'learning_rate': 0.00023781654808042096, 'epoch': 5.66}
{'loss': 6.1128, 'grad_norm': 3.329707145690918, 'learning_rate': 0.00023777488496225054, 'epoch': 5.66}
{'loss': 6.1178, 'grad_norm': 3.311401128768921, 'learning_rate': 0.0002377332231563226, 'epoch': 5.66}
{'loss': 6.1287, 'grad_norm': 3.3474793434143066, 'learning_rate': 0.00023769156266410595, 'epoch': 5.66}
{'loss': 6.0546, 'grad_norm': 3.1897363662719727, 'learning_rate': 0.0002376499034870691, 'epoch': 5.66}
{'loss': 6.1154, 'grad_norm': 3.192258834838867, 'learning_rate': 0.0002376082456266806, 'epoch': 5.67}
{'loss': 6.2058, 'grad_norm': 2.607900619506836, 'learning_rate': 0.00023756658908440897, 'epoch': 5.67}
{'loss': 5.9704, 'grad_norm': 3.1419365406036377, 'learning_rate': 0.0002375249338617228, 'epoch': 5.67}
{'loss': 6.1978, 'grad_norm': 2.98578143119812, 'learning_rate': 0.00023748327996009022, 'epoch': 5.67}
{'loss': 6.1876, 'grad_norm': 3.080303192138672, 'learning_rate': 0.00023744162738097984, 'epoch': 5.67}
{'loss': 6.0605, 'grad_norm': 2.897796154022217, 'learning_rate': 0.00023739997612585984, 'epoch': 5.67}
{'loss': 6.0508, 'grad_norm': 2.9061365127563477, 'learning_rate': 0.0002373583261961985, 'epoch': 5.67}
{'loss': 6.0527, 'grad_norm': 2.880842447280884, 'learning_rate': 0.0002373166775934641, 'epoch': 5.67}
{'loss': 6.0579, 'grad_norm': 2.884490966796875, 'learning_rate': 0.00023727503031912474, 'epoch': 5.67}
{'loss': 6.1204, 'grad_norm': 3.0170645713806152, 'learning_rate': 0.00023723338437464864, 'epoch': 5.67}
{'loss': 6.0619, 'grad_norm': 2.785311222076416, 'learning_rate': 0.000237191739761504, 'epoch': 5.67}
{'loss': 6.0721, 'grad_norm': 3.508794069290161, 'learning_rate': 0.00023715009648115848, 'epoch': 5.67}
{'loss': 6.1265, 'grad_norm': 2.604750156402588, 'learning_rate': 0.0002371084545350804, 'epoch': 5.67}
{'loss': 6.1079, 'grad_norm': 3.0791869163513184, 'learning_rate': 0.00023706681392473755, 'epoch': 5.67}
{'loss': 6.0765, 'grad_norm': 2.8002400398254395, 'learning_rate': 0.0002370251746515979, 'epoch': 5.67}
{'loss': 6.1354, 'grad_norm': 2.8390419483184814, 'learning_rate': 0.0002369835367171293, 'epoch': 5.67}
{'loss': 6.0614, 'grad_norm': 2.8926455974578857, 'learning_rate': 0.00023694190012279944, 'epoch': 5.67}
{'loss': 6.0802, 'grad_norm': 3.038607358932495, 'learning_rate': 0.00023690026487007622, 'epoch': 5.68}
{'loss': 6.078, 'grad_norm': 2.833534002304077, 'learning_rate': 0.00023685863096042724, 'epoch': 5.68}
{'loss': 6.0623, 'grad_norm': 2.86335825920105, 'learning_rate': 0.0002368169983953203, 'epoch': 5.68}
{'loss': 6.1342, 'grad_norm': 3.2885286808013916, 'learning_rate': 0.00023677536717622283, 'epoch': 5.68}
{'loss': 6.1057, 'grad_norm': 2.6818008422851562, 'learning_rate': 0.0002367337373046025, 'epoch': 5.68}
{'loss': 6.1223, 'grad_norm': 2.6509735584259033, 'learning_rate': 0.00023669210878192682, 'epoch': 5.68}
{'loss': 6.1859, 'grad_norm': 2.8554370403289795, 'learning_rate': 0.00023665048160966318, 'epoch': 5.68}
{'loss': 6.1041, 'grad_norm': 3.130974054336548, 'learning_rate': 0.0002366088557892791, 'epoch': 5.68}
{'loss': 6.136, 'grad_norm': 2.9200599193573, 'learning_rate': 0.0002365672313222419, 'epoch': 5.68}
{'loss': 6.0708, 'grad_norm': 3.2588303089141846, 'learning_rate': 0.00023652560821001896, 'epoch': 5.68}
{'loss': 6.1581, 'grad_norm': 2.8266842365264893, 'learning_rate': 0.00023648398645407758, 'epoch': 5.68}
{'eval_loss': 6.0921311378479, 'eval_runtime': 49.5926, 'eval_samples_per_second': 20.164, 'eval_steps_per_second': 5.041, 'epoch': 5.68}
{'loss': 6.0606, 'grad_norm': 3.014915943145752, 'learning_rate': 0.00023644236605588491, 'epoch': 5.68}
{'loss': 6.1726, 'grad_norm': 2.754965305328369, 'learning_rate': 0.0002364007470169081, 'epoch': 5.68}
{'loss': 6.0932, 'grad_norm': 2.967352867126465, 'learning_rate': 0.00023635912933861442, 'epoch': 5.68}
{'loss': 6.1937, 'grad_norm': 2.80973219871521, 'learning_rate': 0.0002363175130224708, 'epoch': 5.68}
{'loss': 6.1748, 'grad_norm': 2.7379150390625, 'learning_rate': 0.00023627589806994438, 'epoch': 5.68}
{'loss': 6.2288, 'grad_norm': 2.7172207832336426, 'learning_rate': 0.00023623428448250216, 'epoch': 5.68}
{'loss': 5.992, 'grad_norm': 3.2724790573120117, 'learning_rate': 0.00023619267226161108, 'epoch': 5.69}
{'loss': 6.1154, 'grad_norm': 3.2633886337280273, 'learning_rate': 0.000236151061408738, 'epoch': 5.69}
{'loss': 6.1502, 'grad_norm': 3.0284273624420166, 'learning_rate': 0.00023610945192534976, 'epoch': 5.69}
{'loss': 6.0931, 'grad_norm': 2.9458577632904053, 'learning_rate': 0.0002360678438129132, 'epoch': 5.69}
{'loss': 6.1689, 'grad_norm': 2.870318651199341, 'learning_rate': 0.000236026237072895, 'epoch': 5.69}
{'loss': 6.1775, 'grad_norm': 3.2027697563171387, 'learning_rate': 0.0002359846317067619, 'epoch': 5.69}
{'loss': 6.0068, 'grad_norm': 2.8488659858703613, 'learning_rate': 0.0002359430277159806, 'epoch': 5.69}
{'loss': 6.1393, 'grad_norm': 2.72611403465271, 'learning_rate': 0.0002359014251020176, 'epoch': 5.69}
{'loss': 6.1415, 'grad_norm': 3.1792027950286865, 'learning_rate': 0.0002358598238663396, 'epoch': 5.69}
{'loss': 6.0631, 'grad_norm': 3.272899866104126, 'learning_rate': 0.00023581822401041297, 'epoch': 5.69}
{'loss': 6.1083, 'grad_norm': 3.065307378768921, 'learning_rate': 0.00023577662553570433, 'epoch': 5.69}
{'loss': 6.1858, 'grad_norm': 2.958949565887451, 'learning_rate': 0.00023573502844367994, 'epoch': 5.69}
{'loss': 6.1679, 'grad_norm': 2.6819140911102295, 'learning_rate': 0.00023569343273580618, 'epoch': 5.69}
{'loss': 6.0711, 'grad_norm': 2.7605648040771484, 'learning_rate': 0.00023565183841354936, 'epoch': 5.69}
{'loss': 6.0932, 'grad_norm': 2.8108973503112793, 'learning_rate': 0.00023561024547837577, 'epoch': 5.69}
{'loss': 6.1383, 'grad_norm': 3.0274205207824707, 'learning_rate': 0.00023556865393175176, 'epoch': 5.69}
{'loss': 6.1155, 'grad_norm': 2.901122570037842, 'learning_rate': 0.0002355270637751432, 'epoch': 5.69}
{'loss': 6.0702, 'grad_norm': 2.934086561203003, 'learning_rate': 0.0002354854750100165, 'epoch': 5.7}
{'loss': 6.1454, 'grad_norm': 2.7598137855529785, 'learning_rate': 0.00023544388763783758, 'epoch': 5.7}
{'loss': 6.108, 'grad_norm': 2.677454948425293, 'learning_rate': 0.00023540230166007247, 'epoch': 5.7}
{'loss': 6.1343, 'grad_norm': 2.9108798503875732, 'learning_rate': 0.00023536071707818714, 'epoch': 5.7}
{'loss': 6.1636, 'grad_norm': 3.5873451232910156, 'learning_rate': 0.0002353191338936475, 'epoch': 5.7}
{'loss': 6.1325, 'grad_norm': 2.649616241455078, 'learning_rate': 0.00023527755210791946, 'epoch': 5.7}
{'loss': 6.1431, 'grad_norm': 2.853593587875366, 'learning_rate': 0.00023523597172246885, 'epoch': 5.7}
{'loss': 6.1649, 'grad_norm': 2.9620094299316406, 'learning_rate': 0.00023519439273876136, 'epoch': 5.7}
{'loss': 6.1408, 'grad_norm': 3.1517608165740967, 'learning_rate': 0.0002351528151582628, 'epoch': 5.7}
{'loss': 6.1693, 'grad_norm': 3.0293796062469482, 'learning_rate': 0.00023511123898243874, 'epoch': 5.7}
{'loss': 6.0957, 'grad_norm': 3.1276516914367676, 'learning_rate': 0.0002350696642127551, 'epoch': 5.7}
{'loss': 6.0351, 'grad_norm': 3.1769800186157227, 'learning_rate': 0.0002350280908506771, 'epoch': 5.7}
{'loss': 6.0903, 'grad_norm': 3.1227242946624756, 'learning_rate': 0.00023498651889767032, 'epoch': 5.7}
